Activity ID,Activity Name,Description,Begin Timestamp,Begin Timestamp (Raw Milliseconds),End Timestamp,End Timestamp (Raw Milliseconds),Device,Activity Parent,Activity Type,Event Type,Activity Time Zone,Max. Elevation,Max. Elevation (Raw),Begin Latitude (Decimal Degrees Raw),Begin Longitude (Decimal Degrees Raw),End Latitude (Decimal Degrees Raw),End Longitude (Decimal Degrees Raw),Average Moving Speed,Average Moving Speed (Raw),Max. Heart Rate (bpm),Average Heart Rate (bpm),Max. Speed,Max. Speed (Raw),Calories,Calories (Raw),Duration (h:m:s),Duration (Raw Seconds),Moving Duration (h:m:s),Moving Duration (Raw Seconds),Average Speed,Average Speed (Raw),Distance,Distance (Raw),Max. Heart Rate (bpm),Min. Elevation,Min. Elevation (Raw),Elevation Gain,Elevation Gain (Raw),Elevation Loss,Elevation Loss (Raw)
"2219321230","Biarritz Autre","","sam., oct. 28, 2017 3:20 PM","1509196809000","sam., oct. 28, 2017 4:40 PM","1509201630000","Forerunner 230 7.50.0.0","Tout type d'activité","Autre","Sans catégorie","(GMT+01:00) Heure d'Europe centrale","132 Pieds","132.21784776902888","43.46516531892121","-1.5754104685038328","43.46535550430417","-1.5740401111543179","3.6","3.607616507926914","","","18.1","18.074445069134875","171","170.88223922558845","01:20:21","4821.386","00:41:21","2481.0","1.9 Miles par heure","1.856657085072252","2.49 Miles","2.486249055515788","","132 Pieds","132.21784776902888","994 Pieds","993.9632545931759","974 Pieds","974.3438320209974"
